ASV	Kingdom	Phylum	Class	Order	Family	Genus	gillis_1_1.filt.fastq.gz	gillis_10_1.filt.fastq.gz	gillis_11_1.filt.fastq.gz	gillis_12_1.filt.fastq.gz	gillis_13_1.filt.fastq.gz	gillis_14_1.filt.fastq.gz	gillis_15_1.filt.fastq.gz	gillis_16_1.filt.fastq.gz	gillis_17_1.filt.fastq.gz	gillis_18_1.filt.fastq.gz	gillis_19_1.filt.fastq.gz	gillis_2_1.filt.fastq.gz	gillis_20_1.filt.fastq.gz	gillis_3_1.filt.fastq.gz	gillis_4_1.filt.fastq.gz	gillis_5_1.filt.fastq.gz	gillis_6_1.filt.fastq.gz	gillis_7_1.filt.fastq.gz	gillis_8_1.filt.fastq.gz	gillis_9_1.filt.fastq.gz
ASV3672	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV3673	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV3674	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV3675	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3676	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3677	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3678	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3679	Bacteria	NA	NA	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV368	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	NA	NA	0	0	0	0	0	0	38	47	0	0	0	0	0	0	0	0	0	91	0	0
ASV3680	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3681	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3682	Bacteria	Myxococcota	NA	Nannocystales	Nannocystaceae	Nannocystis	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3683	Bacteria	Bacteroidota	NA	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3684	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3685	Bacteria	Actinomycetota	NA	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3686	Bacteria	NA	NA	NA	NA	NA	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3687	Bacteria	NA	NA	NA	NA	NA	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV3688	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3689	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV369	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0
ASV3690	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3691	Bacteria	NA	NA	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3692	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3693	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3694	Bacteria	NA	NA	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3695	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3696	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3697	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3698	Bacteria	NA	NA	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3699	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Povalibacter	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV37	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	22	16	67	77	32	37	81	93	51	37	24	32	77	17	69	86	58	69	41	16
ASV370	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Alsobacteraceae	Alsobacter	19	22	0	0	18	28	0	0	14	29	0	0	0	0	0	0	0	0	19	24
ASV3700	Bacteria	Verrucomicrobiota	Subdivision3	NA	NA	NA	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3701	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Larkinella	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3702	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Caulifigura	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3703	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3704	Bacteria	NA	NA	NA	NA	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3705	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3706	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3707	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3708	Bacteria	NA	NA	NA	NA	NA	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3709	Bacteria	NA	NA	NA	NA	NA	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV371	Bacteria	Actinomycetota	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	23	0	0	33	41	0	0	0	0	0	21	0	0	37	0	0	18	0	0	0
ASV3710	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
ASV3711	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3712	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3713	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3714	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3715	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3716	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3717	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3718	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3719	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV372	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	64	0	65	0
ASV3720	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3721	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3722	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV3723	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV3724	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3725	Bacteria	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3726	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3727	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3728	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3729	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV373	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	29	0	0	0	27	0	0	0	32	46	36	0	0	0
ASV3730	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3731	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3732	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3733	Bacteria	Latescibacteria	NA	NA	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3734	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3735	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3736	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3737	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3738	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Aneurinibacillus	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3739	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV374	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	17	0	0	28	0	0	22	0	26	14	0	15	0	0	0	0	0	0	19	28
ASV3740	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3741	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV3742	Bacteria	Bacillota	Negativicutes	Selenomonadales	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3743	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3744	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3745	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3746	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3747	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3748	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3749	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV375	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	39	0	0	0	0	0	0	0	0	0	32	0	0	0	52	0	46	0	0	0
ASV3750	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3751	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3752	Bacteria	Acidobacteriota	Acidobacteria_Gp15	Gp15	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3753	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Paraclostridium	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3754	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Telmatospirillum	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3755	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3756	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3757	Bacteria	Acidobacteriota	Acidobacteria_Gp10	Gp10	NA	NA	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3758	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV3759	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV376	Bacteria	Verrucomicrobiota	Subdivision3	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	42	42	50	0	0	0	34	0
ASV3760	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV3761	Bacteria	Acidobacteriota	Acidobacteria_Gp3	Gp3	NA	NA	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV3762	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Kaistia	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV3763	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV3764	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0
ASV3765	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	2
ASV3766	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae_1	Clostridium_sensu_stricto	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV3767	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV3768	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Stellaceae	Stella	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV3769	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV377	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter	0	0	46	0	0	0	22	0	0	0	0	0	33	0	0	21	0	44	0	0
ASV3770	Bacteria	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV3771	Bacteria	Bacillota	Bacilli	Caryophanales	Thermoactinomycetaceae	Shimazuella	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV3772	Bacteria	Planctomycetota	Planctomycetia	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3773	Bacteria	Acidobacteriota	Acidobacteria_Gp18	Gp18	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3774	Bacteria	NA	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3775	Bacteria	NA	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3776	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3777	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3778	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3779	Bacteria	Pseudomonadota	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV378	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	0	30	0	0	25	29	0	0	0	0	11	0	43	0	28	0
ASV3780	Bacteria	NA	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3781	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3782	Bacteria	NA	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3783	Bacteria	Pseudomonadota	NA	NA	NA	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3784	Bacteria	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	NA	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3785	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3786	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3787	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3788	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3789	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV379	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	18	0	0	0	0	0	0	0	37	32	0	0	0	0	0	0	79	0	0	0
ASV3790	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3791	Bacteria	Acidobacteriota	Acidobacteria_Gp5	Gp5	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV3792	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0
ASV3793	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV3794	Bacteria	Verrucomicrobiota	Subdivision3	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV3795	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV3796	Bacteria	Verrucomicrobiota	Spartobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV3797	Bacteria	Acidobacteriota	Acidobacteria_Gp13	Gp13	NA	NA	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV3798	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0
ASV3799	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV38	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	89	77	74	0	0	125	53	0	46	0	0	48	85	0	61	0	78	115	56	77
ASV380	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	48	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	70
ASV3800	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3801	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3802	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3803	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Edaphobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3804	Bacteria	Armatimonadota	Armatimonadetes_gp4	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3805	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3806	Bacteria	Bacillota	Bacilli	Caryophanales	Alicyclobacillaceae	Tumebacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3807	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV3808	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3809	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV381	Bacteria	Acidobacteriota	Acidobacteria_Gp1	Gp1	NA	NA	0	0	0	0	15	0	0	75	0	0	0	0	0	0	0	30	0	45	0	0
ASV3810	Bacteria	Acidobacteriota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3811	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3812	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3813	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3814	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3815	Bacteria	Acidobacteriota	Acidobacteria_Gp2	Gp2	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3816	Bacteria	Verrucomicrobiota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV3817	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV3818	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV3819	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV382	Bacteria	Acidobacteriota	Acidobacteria_Gp6	Gp6	NA	NA	0	0	0	0	0	0	61	0	103	0	0	0	0	0	0	0	0	0	0	0
